nom,prenom,groupe,beneficiaire,adresse,descriptif,programme_budgetaire,montant
GRANDGUILLAUME,Laurent,SRC,"Commune de Bellefond","Mairie de Bellefond
1 place de la fontaine
21410 Bellefond","reconstruction du monument aux morts",122-01,10000
GRANDGUILLAUME,Laurent,SRC,"commune de Fleurey-sur-Ouche","Mairie de Fleurey-sur-Ouche
2 bis rue du Château
21410 Fleurey-sur-Ouche","réfection du terrain de football stabilisé",122-01,14000
GRANDGUILLAUME,Laurent,SRC,"Commune de Lantenay","Mairie de Lantenay                                        21370 LANTENAY","constrcution d'une salle polyvalente",122-01,20000
GRANDGUILLAUME,Laurent,SRC,"commune de Pasques","Mairie de Pasques
Place de l'Ormeau
21370 Pasques","programme de voierie (création places de stationnement handicapées et pose de glissières bois le long de la RD 10 pour la création d'un chemin piétonnier)",122-01,3500
GRANDGUILLAUME,Laurent,SRC,"Commune deTalant","Mairie de Talant
1 place de la Mairie
BP 68
21240 TALANT","acaht de tableaux blancs interactifs pour les écoles",122-01,5000
GREFF,Claude,UMP,"ACA Football Amboise",,Fonctionnement,219-01,3000
GREFF,Claude,UMP,"Ecole de Musique intercommunale Christian Pommard de Blère",,Fonctionnement,224-02,1000
GREFF,Claude,UMP,CHARGE,37,"l'équipement de la nouvelle classe",122-01,3000
GREFF,Claude,UMP,"LA VILLE-AUX-DAMES",37,"l'extension de l'espace cinéraire et le remplacement du dispositif d'ouverture de la porte de l'ancien cimetière",122-01,6000
GREFF,Claude,UMP,SAINT-NICOLAS-DES-MOTETS,37,"la réhabilitation du réseau d'assainissement",122-01,20000
GREFF,Claude,UMP,SOUVIGNY-DE-TOURAINE,37,"l'équipement de la MARPA-école",122-01,25000
GREFF,Claude,UMP,SUBLAINES,37,"la restauration des portes de l'église",122-01,6000
GRELIER,Estelle,SRC,"ITII haute-Normandie en 4L","Parc d'activité de la Fôret – 422 rue Henri Becquerel – 27000 EVREUX",Fonctionnement,163-01,1000
GRELIER,Estelle,SRC,"Jeunes Européens","M, Aurélien CARON - 23 avenue de Robinson - 92290 Châtenay-Malabry",Fonctionnement,163-02,1000
GRELIER,Estelle,SRC,"Union Sportive Football","1 chemin de la Cavée blanche - 76400 Fécamp",Fonctionnement,219-01,1500
GRELIER,Estelle,SRC,MJC,"126 route de Mirville - 76210 Bolbec",Fonctionnement,163-02,5000
GRELIER,Estelle,SRC,Asso6sons,"126,route de Mirville - 76210 Bolbec",Fonctionnement,224-02,2000
GRELIER,Estelle,SRC,"AS Hand Ball","17 rue de la Forge - 76110 Tocqueville les Murs",Fonctionnement,219-01,1000
GRELIER,Estelle,SRC,"L'Univers des Petits Loups","18 route de l'Eglise - 76540 Angerville la Martel",Fonctionnement,106-01,2000
GRELIER,Estelle,SRC,"Club de Karaté","195B - route du chat endormi - 76110 Goderville",Fonctionnement,219-01,1000
GRELIER,Estelle,SRC,"Vélo-Club Cyclotourisme","21B  rue Jean-Louis Leclerc - 76400 Fécamp",Fonctionnement,219-01,2000
GRELIER,Estelle,SRC,"Garderie ""Petits Pieds""","Complexe de l'Esplanade - 2 route de Mirville - 76210 Bolbec",Fonctionnement,106-01,2000
GRELIER,Estelle,SRC,"AS Football Goderville","M. Hervé MENARD - USG - 76110 Bretteville du Grand Caux",Fonctionnement,219-01,1000
GRELIER,Estelle,SRC,"Course du Printemps","M. TIFFAY - 17 le Clos Mélamare - 76170 MELAMARE",Fonctionnement,219-01,3000
GRELIER,Estelle,SRC,"Fécamp Plus","Maison de Quartier - 1 rue Traversière - 76400 Fécamp",Fonctionnement,224-02,7000
GRELIER,Estelle,SRC,"Agro sans Frontière","Sc J.AUBLE  - 76110 Bretteville du Grand Caux",Fonctionnement,163-01,5000
GRELIER,Estelle,SRC,"Les magiciens de la nuit","Sente des Moulins - 76540 Valmont",Fonctionnement,224-02,2500
GRELIER,Estelle,SRC,"SiRES AGMA",,"Acquisition matériel pégagogique dans le cadre de la mise en place des rythmes scolaires",122-01,2000
GRELIER,Estelle,SRC,"Angerville Bailleul",,"Réfection de la toiture du préau",122-01,5000
GRELIER,Estelle,SRC,Ricarville,,"Construction d'un city stade",122-01,10000
GRELIER,Estelle,SRC,Envronville,,"Construction d'une salle d'animation",122-01,15000
GRELIER,Estelle,SRC,"Saint Eustache la Forêt",,"Travaux d'aménagement des abords de l'Eglise et la salle pollyvalente",122-01,15000
GRELIER,Estelle,SRC,"Beuzeville la Grenier",,"Construction d'uen restaurant scolaire",122-01,15000
GRELIER,Estelle,SRC,Goderville,,"Construction d'une salle culturelle",122-01,15000
GRELIER,Estelle,SRC,"Senneville sur Fécamp",,"Construction d'une classe et d'un restaurant scolaire",122-01,16000
GRELLIER,Jean,SRC,SBAC,"14 chemin St Bréviaire 79140 COMBRAND","Aide aux projets sportifs",219-01,5000
GRELLIER,Jean,SRC,"CONSERVATOIRE DE MUSIQUE","27 bd du Colonel Aubry 79300 BRESSUIRE","Projet d'orchestre à l'école",224-02,5000
GRELLIER,Jean,SRC,L'ARJOYETTE,"4 rue du Gl de Gaulle 79100 STE RADEGONDE","Aide à un festival culturel",224-02,5000
GRELLIER,Jean,SRC,"UST RUGBY","40 rue Henri Berthelemy79100 THOUARS","Aide aux projets sportifs",219-01,5000
GRELLIER,Jean,SRC,CANTAMUS,"6 rue Jules Ferry 79150 ARGENTON LES VALLEES","Activités culturelles",224-02,3000
GRELLIER,Jean,SRC,"TALENTS CACHES DU ST VARENTAIS","hôtel de ville 79330 SAINT VARENT","Activités culturelles",224-2,2000
GRELLIER,Jean,SRC,"SEVRE ENVIRONNEMENT","Le Vieux Défend 79140 COMBRAND","Aide à l'action pédagogique",113-07,2000
GRELLIER,Jean,SRC,"AFDI 79","Maison de l'agriculture 79230 VOUILLE","Formation des professionnels de l'agriculture",154-11,5000
GRELLIER,Jean,SRC,"LA COLPORTEUSE","Place L. Bergeon 79150 ARGENTON LES VALLEES","Aide aux projets sociaux éducatifs",163-02,5000
GRELLIER,Jean,SRC,"POINT DE MIRE","rue Pablo Néruda 79140 CERIZAY","Aide au centre de loisirs",163-01,3000
GRELLIER,Jean,SRC,Pugny,"1 rue de l'Ouine 79320 Pugny","construction d'un pont",122-01,10000
GRELLIER,Jean,SRC,"luché Thouarsais","17 rue des Rosiers 79330 Luché Thouarsais","Création d'un restaurant multi-services",122-01,10000
GRELLIER,Jean,SRC,Luzay,"2 place de la Mairie 79110 Luzay","construction d'une salle des fêtes",122-01,10000
GRELLIER,Jean,SRC,"Sainte Verge","2 rue dela Mairie 79100 Ste Verge","création d'un groupe scolaire",122-01,10000
GRELLIER,Jean,SRC,"La Chapelle Gaudin","3 rue du Bois Robin 79300 La Chapelle Gaudin","rénovation dela salle des fêtes",122-01,10000
GRELLIER,Jean,SRC,Irais,"5 rue de la Maire 79600 Irais","création d'un espace associatif",122-01,10000
GRELLIER,Jean,SRC,"St Pierre des Echaubrognes","Place de la Maire 79700 ST Pierre des Echaubrognes","construction d'une salle des fêtes",122-01,10000
GRELLIER,Jean,SRC,Combrand,"Rue du Calvaire 79140 Combrand","création arrêt de bus",122-01,10000
GROMMERCH,Anne,UMP,"Agora Dance",,Fonctionnement,224-02,2000
GROMMERCH,Anne,UMP,"Amicale des Sapeurs Pompiers Oudrenne",,Fonctionnement,161-13,1000
GROMMERCH,Anne,UMP,AMIFORT,,Fonctionnement,175-01,3000
GROMMERCH,Anne,UMP,"APE Victor Hugo",,Fonctionnement,214-01,1500
GROMMERCH,Anne,UMP,"Association française du lupus et autres maladies auto-immunes",,Fonctionnement,204-14,1000
GROMMERCH,Anne,UMP,"Association Héméra Marathon des Sables (mal voyants)",,Fonctionnement,157-01,1000
GROMMERCH,Anne,UMP,"Association sportive et socio-éducative de l'école élémentaire mixte de Metzeresche",,Fonctionnement,214-01,1000
GROMMERCH,Anne,UMP,"Association TechTic & Co",,Fonctionnement,224-02,1500
GROMMERCH,Anne,UMP,"Atelier bois - Thionville",,Fonctionnement,224-02,2500
GROMMERCH,Anne,UMP,ATGRS,,Fonctionnement,219-01,3000
GROMMERCH,Anne,UMP,"Bousse Luttange Rurange Handball",,Fonctionnement,219-01,1000
GROMMERCH,Anne,UMP,"Club de football des Portugais de Thionville",,Fonctionnement,219-01,5000
GROMMERCH,Anne,UMP,"Club Judo Thionville",,Fonctionnement,219-01,1000
GROMMERCH,Anne,UMP,"Club Philatélique Hettangeois",,Fonctionnement,224-02,1000
GROMMERCH,Anne,UMP,"Comité d'animaton Hamois",,Fonctionnement,224-02,1000
GROMMERCH,Anne,UMP,"Ecole d'Oeutrange",,Fonctionnement,214-01,1000
GROMMERCH,Anne,UMP,"Escrime Trois Frontières",,Fonctionnement,219-01,4000
GROMMERCH,Anne,UMP,"FC Gavisse",,Fonctionnement,219-01,1000
GROMMERCH,Anne,UMP,"Foot Guentrange",,Fonctionnement,219-01,2500
GROMMERCH,Anne,UMP,"Foyer Rural Intercommunal de Zoufftgen",,Fonctionnement,230-01,1500
GROMMERCH,Anne,UMP,LESTIVE,,Fonctionnement,124-20,1000
GROMMERCH,Anne,UMP,"Pour un enfant - Hettange",,Fonctionnement,106-03,1000
GROMMERCH,Anne,UMP,"Société Gymnastique de Yutz",,Fonctionnement,219-01,3500
GROMMERCH,Anne,UMP,"Thionville Gym",,Fonctionnement,219-01,3000
GROMMERCH,Anne,UMP,TYGRE,,Fonctionnement,219-01,2000
GROMMERCH,Anne,UMP,"Une rose un espoir - Jeunesse trois villages",,Fonctionnement,204-12,1000
GROMMERCH,Anne,UMP,"Union départementale des Harkis rapatriés",,Fonctionnement,169-03,1500
GROMMERCH,Anne,UMP,"Visite des Malades en milieu  Hospitaliers",,Fonctionnement,157-05,1000
GROMMERCH,Anne,UMP,"communauté de communes des Trois Frontières",57,"la réhabilitation du foyer-logement pour personnes âgées (6ème tranche)",122-01,6000
GROMMERCH,Anne,UMP,CONTZ-LES-BAINS,57,"l'aménagement de la voirie et l'enfouissement des réseaux aériens route du Vin",122-01,6000
GROMMERCH,Anne,UMP,ESCHERANGE,57,"le remplacement de garde-corps rue Principale et l'acquisition de mobilier urbain",122-01,1800
GROMMERCH,Anne,UMP,FIXEM,57,"la restauration et la protection des vitraux de l'église et la réfection des piliers du portail du cimetière",122-01,6000
GROMMERCH,Anne,UMP,GRINDORFF-BIZING,57,"la requalification du coeur de village de Grindorff (1ère tranche)",122-01,5000
GROMMERCH,Anne,UMP,HAUTE-KONTZ,57,"l'aménagement de trottoirs rue des Tilleuls et du chemin rural menant au réservoir d'eau, la réfection du chemin du ""Haut Edling"" et de la cour rue Principale et la création du chemin de la ""Baumerich""",122-01,5000
GROMMERCH,Anne,UMP,KANFEN,57,"l'aménagement de la cuisine de l'espace socioculturel",122-01,15000
GROMMERCH,Anne,UMP,LAUNSTROFF,57,"l'installation d'un abribus à Flatten",122-01,1500
GROMMERCH,Anne,UMP,RODEMACK,57,"la création d'un local multi-services au coeur du village ancien",122-01,4000
GROMMERCH,Anne,UMP,ROUSSY-LE-VILLAGE,57,"l'acquisition d'un tableau blanc interactif pour l'école primaire",122-01,1350
GROMMERCH,Anne,UMP,THIONVILLE,57,"la réalisation de travaux de pré-câblage dans les écoles élémentaires pour l'installation de vidéoprojecteurs interactifs",122-01,20000
GROSSKOST,Arlette,UMP,"Commune de Brunstatt",,"Création d'une route de liaison",122-01,30000
GROSSKOST,Arlette,UMP,"Commune de Morschwiller le bas",,"Construction salle polyvalente Pôle Culture et sport",122-01,30000
GROSSKOST,Arlette,UMP,"Commune de Riedisheim",,"Création bâtiment associatif",122-01,30000
GROSSKOST,Arlette,UMP,"Commune de Zillisheim",,"Réaménagement caserne des pompiers",122-01,12000
GROSSKOST,Arlette,UMP,"Le Théâtre Poche-Ruelle",,Fonctionnement,224-02,1000
GROSSKOST,Arlette,UMP,"Entente Grand Mulhouse Athlé - EGMA",,Fonctionnement,219-01,1000
GROSSKOST,Arlette,UMP,"Association Marguerite Sinclair",,Fonctionnement,157-01,1000
GROSSKOST,Arlette,UMP,"Association Chipo'Zik",,Fonctionnement,224-02,1000
GROSSKOST,Arlette,UMP,"L'Outil en Main de Mulhouse et sa région",,Fonctionnement,175-01,1000
GROSSKOST,Arlette,UMP,"Conseil Départemental des Mouvements et Institutions de Jeunesse du Haut-Rhin - CDMJ68",,Fonctionnement,163-02,1000
GROSSKOST,Arlette,UMP,"Office Central de la Coopération à l'Ecole du Haut Rhin - OCCE68",,Fonctionnement,230-01,1000
GROSSKOST,Arlette,UMP,"Restaurants du coeur - Relais du Coeur Haut-Rhin",,Fonctionnement,177-11,1000
GROSSKOST,Arlette,UMP,"Ski Club Mulhouse",,Fonctionnement,219-01,1000
GROSSKOST,Arlette,UMP,"Rugby Club de Mulhouse",,Fonctionnement,219-01,1000
GROSSKOST,Arlette,UMP,"Association des Amis des Jardins Familiaux de la ville de Mulhouse",,Fonctionnement,113-07,1000
GROSSKOST,Arlette,UMP,"Association Entreprises et Médias d'Alsace",,Fonctionnement,224-02,1000
GROSSKOST,Arlette,UMP,"Association familiale Mulhouse",,Fonctionnement,106-03,1000
GROSSKOST,Arlette,UMP,"Equi Sauve",,Fonctionnement,206-02,1000
GROSSKOST,Arlette,UMP,"Scouts et Guides de France",,Fonctionnement,163-02,1000
GROSSKOST,Arlette,UMP,"Club d'Education canine de Brunstatt",,Fonctionnement,154-11,1500
GROSSKOST,Arlette,UMP,"Orchestre d'Harmonie de Brunstatt",,Fonctionnement,224-02,2000
GROSSKOST,Arlette,UMP,"Harmonie Fanfare Liberté 1924 de Bruebach",,Fonctionnement,224-02,2000
GROSSKOST,Arlette,UMP,"Entraide et Solidarité protestantes de l'Union des Eglises protestantes d'Alsace et de Lorraine - UEPAL",,Fonctionnement,232-04,2000
GROSSKOST,Arlette,UMP,"Zone Verte",,Fonctionnement,113-07,2500
GROSSKOST,Arlette,UMP,Art-Khan,,Fonctionnement,224-02,3000
GROUARD,Serge,UMP,ADHAT,,Fonctionnement,157-01,5000
GROUARD,Serge,UMP,ASELQO,,Fonctionnement,163-01,5000
GROUARD,Serge,UMP,"Association Saint-Victor",,Fonctionnement,232-04,6000
GROUARD,Serge,UMP,"Ecurie d'Orléans",,Fonctionnement,219-01,5000
GROUARD,Serge,UMP,"Judo Club de la Région d'Artenay",,Fonctionnement,219-01,9000
GROUARD,Serge,UMP,"La Laurentia Orléanaise",,Fonctionnement,224-02,4000
GROUARD,Serge,UMP,"Orléans Concours international",,Fonctionnement,224-02,20000
GROUARD,Serge,UMP,ARTENAY,45,"la construction d'un orgue pour l'église Saint-Victor",122-01,25000
GROUARD,Serge,UMP,BOULAY-LES-BARRES,45,"la mise en accessibilité du parvis et de la mairie",122-01,20000
GROUARD,Serge,UMP,VILLENEUVE-SUR-CONIE,45,"l'acquisition d'un véhicule et d'une remorque",122-01,3600
"Groupe Ecolo",,Ecolo,"Environnement sonore","92800 Puteaux","Ouvrir un local partagé pour y offrir un studio permanent",313-03,5000
"Groupe Ecolo",,Ecolo,"Alter-Médias / Basta !","5, avenue Paul Langevin 93100 Montreuil","Dossiers thématiques participatifs et/ou Observatoire francophone des multinationales",180-02,10000
"Groupe Ecolo",,Ecolo,"Réseau national des Associaions de jeunesse et étudiantes de lutte contre les discriminations www.le-reald.org","Maison des Initiatives Etudiantes de Paris 50, rue des Tournelles 75003 Paris","Diffusion des campagnes de sensibilisation sur sexisme, racisme et homophobie",231-03,3000
"Groupe Ecolo",,Ecolo,"Fondation Sciences Citoyennes","38 rue St Sabin 75011 Paris","Travail de veille et de plaidoyer relatif à l'application de la loi",150-13,10000
"Groupe Ecolo",,Ecolo,Info'OGM,"38, rue Haute 34270 Claret","Publication 6 fiches techniques",154-14,10000
"Groupe Ecolo",,Ecolo,"Le Cinéma s'expose","8, rue de Valmy 93107 Montreuil cedex","Réalisation de dossiers pédagogiques pour les scolaires",334-02,5000
"Groupe Ecolo",,Ecolo,"Groupe de Recherche en Agriculture Biologique","Maison de la Bio 255, chemin de la Castelette BP 11283 84911 Avignon cedex 9","Projet de création variétale, en arboriculture fruitière",154-14,10000
"Groupe Ecolo",,Ecolo,"Les Amis de la Terre","2 Rue Jules Ferry  93100 Montreuil","Campagne ""Produits pour la vie"" : proposer des alternatives pour consommer moins et vivre bien",113-07,10000
