ID_SUBVENTION;NOM_BENEFICIAIRE;DESCRIPTION_SUBVENTION;ADRESSE_BENEFICIAIRE;PROGRAMME_PJL_FINANCE;MONTANT_SUBVENTION;PRENOM_NOM_DEPUTE_NOSDEPUTES;ID_DEPUTE_AN;ID_NOSDEPUTES;NOM_DEPUTE_NOSDEPUTES;PRENOM_DEPUTE_NOSDEPUTES;SEXE_DEPUTE;DATE_NAISSANCE_DEPUTE;LIEU_NAISSANCE_DEPUTE;ID_DEPARTEMENT;DEPARTEMENT_NOSDEPUTES;NUMERO_CIRCONSCRIPTION;DATE_DEBUT_MANDAT;DATE_FIN_MANDAT;MANDAT_CLOS;GROUPE_SIGLE;PARTI_RATTACHEMENT_FINANCIER;PROFESSION;PLACE_HEMICYCLE;URL_DEPUTE_AN;SLUG_NOSDEPUTES;URL_DEPUTE_NOSDEPUTES;API_NOSDEPUTES;NB_MANDATS
203;Agence locale pour l'Economie (ALPE) ;aide en ingénierie pour l’action de ALPE en faveur des  saisonniers et pluriactifs;2, Champ de Mars 05100 BRIANÇON;102-02;6000;;267336;;;;;;;;;;;;;;;;;;;;;
204;Agir au cœur de la Penne;Fonctionnement;;224-02;10000;;1029;;;;;;;;;;;;;;;;;;;;;
205;Agir ensemble;Actions familiales et éducatives;;177-11;5000;;606202;;;;;;;;;;;;;;;;;;;;;
206;Agir pour apprendre;Visite éducative de l'Andalousie pour de jeunes lycéens;Lycée Professionnel Théodore Monot 18 rue de Brément 93130 Noisy-le-Sec;141-07;6000;;381;;;;;;;;;;;;;;;;;;;;;
207;Agir pour l'Environnement;Organisation débats sur énergie;2, rue du Nord 75018 Paris;217-01;15000;;Groupe ECOLO;;;;;;;;;;;;;ECOLO;;;;;;;;
208;Agir pour nos Eglises;Fonctionnement;;224-02;1600;;606888;;;;;;;;;;;;;;;;;;;;;
209;Agir pour Saint Chef;Fonctionnement;;163-01;1000;;2250;;;;;;;;;;;;;;;;;;;;;
210;Agisse;Fonctionnement;;134-02;1000;;334906;;;;;;;;;;;;;;;;;;;;;
211;AGM (Association Gymnique de Montredon);Fonctionnement;;219-01;2000;;2815;;;;;;;;;;;;;;;;;;;;;
212;Agneau fermier du Quercy;30 ans de l'Association;;154-14;4500;;Groupe SRC;;;;;;;;;;;;;SRC;;;;;;;;
213;Agora FM;Fonctionnement;;313-03;2000;;267680;;;;;;;;;;;;;;;;;;;;;
214;Agora Justice;Fonctionnement;2 rue Salonique - 29000 Quimper;101-03;30000;;331594;;;;;;;;;;;;;;;;;;;;;
215;AGPR (Agir Pour Réussir);Opération Give 1 Project;;224-02;6000;;610594;;;;;;;;;;;;;;;;;;;;;
216;AGRENABA;Fonctionnement;;163-01;1000;;1695;;;;;;;;;;;;;;;;;;;;;
217;Agro Bio Périgord;Organiser offre en produits biologique en Bergeracois;20, rue du Vélodrome  - 24000 Périgueux;206-08;7000;;605922;;;;;;;;;;;;;;;;;;;;;
218;AGV Lourmel;Fonctionnement;;219-01;1000;;1521;;;;;;;;;;;;;;;;;;;;;
219;AHPPV;Etude et conservation du patrimoine historique de Voiron et environs;Maison des associations  - 2, place de Stalingrad  - 38500 Voiron;224-02;2000;;606910;;;;;;;;;;;;;;;;;;;;;
220;AHSOL - Association Personnes Handicapées du Sud Ouest Lyonnais;Fonctionnement;;157-01;1000;;267591;;;;;;;;;;;;;;;;;;;;;
221;AHVES;Achat de 4 fauteuils roulants manuels multisports;Madame la Présidente Dany Claude BALZER - A.H.V.E.S. - Maison des Associations - 2 A, Boulevard Olivier de Serres 21800  QUETIGNY;157-01;5000;;605830;;;;;;;;;;;;;;;;;;;;;
222;Aide à Domicile en Milieu Rural Sain Bel - Savigny;Fonctionnement;;157-05;5000;;334843;;;;;;;;;;;;;;;;;;;;;
223;Aide et action en Isère;Faire progresser la cause de l'éducation pour tous;6, rue Berthe de Boissieux  - 38000 Grenoble;163-02;3000;;606910;;;;;;;;;;;;;;;;;;;;;
224;AIDE ET ACTION en Isère;Developpement de projets d'éducation au développement et à la solidarité;Maison des Associations  - 6 rue Berthe de Boissieux   - 38000 Grenoble;102-02;2000;;642788;;;;;;;;;;;;;;;;;;;;;
225;Aide Humanitaire des Sapeurs Pompiers Grasse-Menton;Fonctionnement;;128-02;2000;;1574;;;;;;;;;;;;;;;;;;;;;
226;AIDES;Actions d'informations, d'accueil et de soutien concernant le VIH;;204-14;3000;;608186;;;;;;;;;;;;;;;;;;;;;
227;AIDES;Association de droit français;AIDES,  - 14, rue Scandicci -  - 93500 Pantin;204-13;7000;;610860;;;;;;;;;;;;;;;;;;;;;
228;AIDES;Fonctionnement;10, rue Marc-Antoine Petit - 69002 Lyon;204-13;5000;;334768;;;;;;;;;;;;;;;;;;;;;
229;AIDES Gard;Soutien aux personnes touchées par VIH et information du public;24, rue Porte de France  - 30000 Nîmes;204-13;3500;;606258;;;;;;;;;;;;;;;;;;;;;
230;AIDIPHIS;Fonctionnement;;177-12;2000;;335758;;;;;;;;;;;;;;;;;;;;;
232;Aid'Oise;Fonctionnement;;177-11;17000;;1031;;;;;;;;;;;;;;;;;;;;;
233;AIFOMEJ;Fonctionnement;;106-03;1000;;606299;;;;;;;;;;;;;;;;;;;;;
234;Aïkido Club du Vignoble;Fonctionnement;;219-01;1000;;266774;;;;;;;;;;;;;;;;;;;;;
235;Aikido Cranves-Sales;Fonctionnement;;219-01;2000;;608826;;;;;;;;;;;;;;;;;;;;;
236;Ail de la belle de mai;Fonctionnement;33 rue jean Cristofol - 13003 Marseille;219-01;5000;;605426;;;;;;;;;;;;;;;;;;;;;
237;AIL Manissieux;Fonctionnement;;224-02;1000;;334906;;;;;;;;;;;;;;;;;;;;;
238;Ailes Argentanaises ;Travaux et matériel pour la formation des jeunes (travaux locaux et réparation matériel) ;BP 20115 - 61200 ARGENTAN;163-04;4000;;608038;;;;;;;;;;;;;;;;;;;;;
239;AIMA;Fonctionnement;Marie de Came - 64520 Came;163-01;10000;;608264;;;;;;;;;;;;;;;;;;;;;
240;Aime la vie;Activités extérieures pour les enfants;Mme Colette NOVATIN - 37, rue aux Fleurs - Centre Commercial Le Mérantais - 78960 - Voisins le Bretonneux;157-01;3000;;267605;;;;;;;;;;;;;;;;;;;;;
241;Aimer lire;Fonctionnement;;334-01;1000;;334906;;;;;;;;;;;;;;;;;;;;;
242;Aimer lire en Haute Vallée de Chevreuse;Fonctionnement;Mme Marie-Noëlle ROLLAND - 40, rue de la Porte de Paris - 78460 - Chevreuse;224-02;3000;;267605;;;;;;;;;;;;;;;;;;;;;
243;Ain Sud Foot;Fonctionnement;;219-01;1000;;1012;;;;;;;;;;;;;;;;;;;;;
244;Ainés ruraux du tarn;Soutien à diverses actions;4 rue Justin Alibert - 81000 ALBI;157-05;5000;;336112;;;;;;;;;;;;;;;;;;;;;
245;Aires10;Fonctionnement;2, rue du Buisson Saint-Louis  - 75010 Paris;177-11;15000;;608920;;;;;;;;;;;;;;;;;;;;;
246;AIS - Centre médical international;Projet d'amélioration du service des urgences.;01 BP 4660 Ouagadougou. Burkina Faso;151-01;4000;;610968;;;;;;;;;;;;;;;;;;;;;
247;AITEC;Association de droit français;AITEC  - 21 ter, rue Voltaire  - 75011 Paris;185-02;4000;;610860;;;;;;;;;;;;;;;;;;;;;
248;Aix en oeuvres;Fonctionnement;Atelier Cézanne - 9 Avenue Paul Cézanne - 13090 AIX;224-02;15000;;605557;;;;;;;;;;;;;;;;;;;;;
249;AJC;Fonctionnement;;224-02;3000;;330684;;;;;;;;;;;;;;;;;;;;;
250;AJC Carmaux;Fonctionnement;;163-04;3000;;336112;;;;;;;;;;;;;;;;;;;;;
251;AJGE;Fonctionnement;;163-01;10000;;2073;;;;;;;;;;;;;;;;;;;;;
252;AJMI;Développement de l'activité/réfection salle de concert;;224-02;5000;;609691;;;;;;;;;;;;;;;;;;;;;
253;AJN;Accompagnement en structure sportive et insertion;13 rue de la Noue - 93170 BAGNOLET;219-01;10000;;610291;;;;;;;;;;;;;;;;;;;;;
254;AL Fayol Gaffard section billard;Fonctionnement;;219-01;1000;;267429;;;;;;;;;;;;;;;;;;;;;
255;ALAK - Association Loisirs et Animations de Krautergersheim;Fonctionnement;;224-02;1000;;266774;;;;;;;;;;;;;;;;;;;;;
256;Alauda;Fonctionnement;;224-02;1000;;334906;;;;;;;;;;;;;;;;;;;;;
257;Albarine Foot Jeunes d'Ambutrix;Fonctionnement;;219-01;1000;;1012;;;;;;;;;;;;;;;;;;;;;
258;ALBEU (Avenir Laic Bachut Etats Unis);Fonctionnement;3 rue Rochambeau - 69008 LYON;219-01;5000;;334768;;;;;;;;;;;;;;;;;;;;;
259;ALBG;Fonctionnement;;224-02;1500;;267628;;;;;;;;;;;;;;;;;;;;;
260;Alccol Assistance Haute Normandie;Dépenses de fonctionnement;27300 BERNAY;;1500;;2236;;;;;;;;;;;;;;;;;;;;;
261;ALCOOL ASSISTANCE;Fonctionnement;Centre Le Bournot BP 207                               07204 AUBENAS;204-14;2000;;605261;;;;;;;;;;;;;;;;;;;;;
262;Alcool Assistance 29 - La Croix d'or;Fonctionnement ;17 rue Vis - 29000 QUIMPER ;204-14;1500;;331658;;;;;;;;;;;;;;;;;;;;;
263;Alcool assistance de l'Hérault;Aide et accompagnement des personnes en difficulté avec l'alcool; 283, rue du pré aux Clercs -  - Central Park - Bt k1  - 34090 Montpellier;204-12;1200;;606545;;;;;;;;;;;;;;;;;;;;;
264;Alcool et assistance;Fonctionnement;;204-11;1500;;608695;;;;;;;;;;;;;;;;;;;;;
265;Alcor;Fonctionnement;;214-01;1000;;345937;;;;;;;;;;;;;;;;;;;;;
266;ALDEBARAN - Création contemporaine;Fonctionnement;2 rue du Cours complémentaire - 34160 CASTRIES;131-02;1000;;606573;;;;;;;;;;;;;;;;;;;;;
267;Aldebertus;Fonctionnement;;224-02;1000;;267429;;;;;;;;;;;;;;;;;;;;;
268;Alerte Evron;Organisation du centenaire de l'Alerte-Evron;Complexe sportif - Promenade des Grands Prés - 53600 Evron;219-01;1000;;642844;;;;;;;;;;;;;;;;;;;;;
269;ALGM Basket;Fonctionnement;64 rue Victor Lagrange - 69007 Lyon;219-01;5000;;334768;;;;;;;;;;;;;;;;;;;;;
270;ALGM Omnisport;Organisation d'une fête du sport dans le quartier de Gerland ;100, route de Vienne - 69372 Lyon Cédex 08;219-01;11000;;608495;;;;;;;;;;;;;;;;;;;;;
271;Allez Béziers - Passion d'un peuple;Fonctionnement;;163-01;1000;;267457;;;;;;;;;;;;;;;;;;;;;
272;Allez Beziers-Passion d'un peuple;Fonctionnement;;219-01;1000;;267457;;;;;;;;;;;;;;;;;;;;;
273;Allez les Filles;Fonctionnement;;219-01;5000;;2707;;;;;;;;;;;;;;;;;;;;;
274;Alliance 33-Sud Bassin;Fonctionnement;;157-05;1000;;606478;;;;;;;;;;;;;;;;;;;;;
275;Alliance des familles d'Uppsala (Suède);Achat de fournitures scolaires;;185-05;3000;;610873;;;;;;;;;;;;;;;;;;;;;
276;Alliance Française de Boston et Cambridge;Aide au développement du ciné-club;53 Malborough Street, Boston, MA 02116-2099, Etats-Unis d'Amérique;151-01;1000;;610850;;;;;;;;;;;;;;;;;;;;;
277;Alliance française de Chisinau;Fonctionnement;;185-02;20000;;2073;;;;;;;;;;;;;;;;;;;;;
278;Alliance française de Gainesville;Projet éducatif La Gatronomie française à Gainesville;P.O. Box 14318 Gainesville, FL, 32604 USA;151-01;1000;;610850;;;;;;;;;;;;;;;;;;;;;
279;Alliance française de Kuala Lumpur;Fonctionnement;;185-02;45000;;2073;;;;;;;;;;;;;;;;;;;;;
280;Alliance française de la Nouvelle-Orléans;Création d'un plateau de radio en collaboration avec un dispositif de radios-libres local;1519 Jackson Avenue, New Orleans, La 70130, Etats-Unis d'Amérique;151-01;5000;;610850;;;;;;;;;;;;;;;;;;;;;
281;Alliance Française de Lisbonne;Aide à l 'équipement pour l'ouverture d'une annexe de l'Alliance Française de Lisbonne pour donner des cours de français;;151-01;15000;;610905;;;;;;;;;;;;;;;;;;;;;
282;Alliance française de Portland ;Table ronde sur le thème Les américains et les français: les différences culturelles;1425 SW 20th Avenue, Suite #102 Portland, OR 97201-2485;151-01;1000;;610850;;;;;;;;;;;;;;;;;;;;;
283;Alliance française de Puerto Rico;Investissement pour la rénovation de deux salles de classes (et activités culturelles: festival de deux salles de classes, célébration du 14 juillet 2013);206 Cakke Rosario, San Juan PR 00911 - USA;151-01;6000;;610850;;;;;;;;;;;;;;;;;;;;;
284;Alliance française de San Francisco;Acquisition de matériel audiovisuel, en particulier de projecteur vidéo pour la salle théâtre;1345 Bush Street - San Francisco CA 94109;151-01;3000;;610850;;;;;;;;;;;;;;;;;;;;;
285;Alliance française de Seattle;Acquisition de Tableaux Blancs Interactifs pour les cours de Français Langue Etrangère;4649 Sunnyside Avenue N 205, Seattle, WA 98103;151-01;3000;;610850;;;;;;;;;;;;;;;;;;;;;
286;Alliance Goële Plaine de France 77;Fonctionnement;;219-01;2000;;243;;;;;;;;;;;;;;;;;;;;;
287;Alliance Judo 54;Subvention au titre du fonctionnement de l'association;M. Michel VOILLEMIN - 5, Rue de Nantes - 54 180 HEILLECOURT;219-01;5000;;333335;;;;;;;;;;;;;;;;;;;;;
288;Alliance Judo 59;Fonctionnement ;90 rue du Gauche pied  - 59600 Maubeuge;219-01;1500;;607769;;;;;;;;;;;;;;;;;;;;;
289;Alliance savinoise;Fonctionnement;La Savine - bat D1 - 99 bd de la Savine - 13015 Marseille;224-02;4000;;330613;;;;;;;;;;;;;;;;;;;;;
290;Alliance Sens Gymnastique ;Fonctionnement;;219-01;1000;;336576;;;;;;;;;;;;;;;;;;;;;
291;Alliance Sens Judo;Fonctionnement;;219-01;1000;;336576;;;;;;;;;;;;;;;;;;;;;
292;Allo stop Alcool;Fonctionnement;;204-14;1000;;267527;;;;;;;;;;;;;;;;;;;;;
293;ALM Basket;Fonctionnement;;219-01;2500;;334906;;;;;;;;;;;;;;;;;;;;;
294;ALOJEC;Achat de mobilier pour la résidence Le Noctile;;102-02;18500;;267278;;;;;;;;;;;;;;;;;;;;;
295;Alphab'Aide;Aider les personnes de langue et de culture étrangère dans leur accès à la langue française et aux codes de vie en France;4, rue Léon Petit - - 86100 Châtellerault;102-02;1100;;609816;;;;;;;;;;;;;;;;;;;;;
296;ALR9 - Association Loisirs Retraites 9è;Voyages découverte pour les retraités du quartier de Vaise;;163-01;11000;;608495;;;;;;;;;;;;;;;;;;;;;
297;ALSH La Cabane des Robinsons;Matériel pour l'accueil de jeunes enfants;Mme Lucie PERGER - Mairie - 1, place Marius Sarda - 43200 - Lapte;106-03;1000;;267285;;;;;;;;;;;;;;;;;;;;;
298;Alter-médias;Création de nouveaux outils d'information;100, rue Charenton  - 75012 Paris;180-02;10000;;Groupe ECOLO;;;;;;;;;;;;;ECOLO;;;;;;;;
299;Alternat;Promotion de la solidarité, de la paix et du développement partagé;Chez M. Sapin  - 60, rue des Lombards  - 75001 Paris ;217-01;10000;;610002;;;;;;;;;;;;;;;;;;;;;
300;Alternative;Développement des activités en direction des personnes âgées;106 rue de Barlin à Bruay-la-Buissière;157-05;2500;;1710;;;;;;;;;;;;;;;;;;;;;
301;AMAP du pays de St Marcellin;Promotion et soutien agriculture locale respectueuse de l'environnement;Chez M. Jurkiewicz Le Village  - 38160 St Pierre de Chérenne;217-01;1100;;606910;;;;;;;;;;;;;;;;;;;;;
302;AMAVIP Association de médiation et d'aide aux victimes d'infractions pénales ;Fonctionnement;Maison de justice et du droit - 1550 avenue du Général de Gaulle - 71005 MACON ;101-03;10000;;608672;;;;;;;;;;;;;;;;;;;;;
303;Ambarrois Tennis Club;Fonctionnement;;219-01;1000;;605036;;;;;;;;;;;;;;;;;;;;;
304;Amberieu Marathon;Fonctionnement;;219-01;1000;;605036;;;;;;;;;;;;;;;;;;;;;
305;Amberieu Natation;Fonctionnement;;219-01;1000;;605036;;;;;;;;;;;;;;;;;;;;;
306;Amberieu Rugby XV;Fonctionnement;;219-01;1400;;605036;;;;;;;;;;;;;;;;;;;;;
307;Ambition Cyclisme Femin'Ain;Fonctionnement;;219-01;1000;;605036;;;;;;;;;;;;;;;;;;;;;
308;AMI;Fonctionnement;;224-02;1500;;267378;;;;;;;;;;;;;;;;;;;;;
309;Amical Club Sportif de Saint Roch;Fonctionnement;;219-01;1000;;330240;;;;;;;;;;;;;;;;;;;;;
310;Amicale Vivre en sérénité;Organisation d'une rencontre citoyenne festive;;163-01;5000;;2317;;;;;;;;;;;;;;;;;;;;;
311;Amicale Bel Air (Amicale de Locataires);Fonctionnement;;109-02;1000;;267327;;;;;;;;;;;;;;;;;;;;;
312;Amicale Body Building Club Foyal Didier ;Fonctionnement;M. Boulangé  - Gama 4, n°155 morne coco (Didier)  - 97200 Fort de France;219-01;3000;;337483;;;;;;;;;;;;;;;;;;;;;
313;Amicale Boules Groissiat-Martignat;Fonctionnement;;219-01;1000;;605036;;;;;;;;;;;;;;;;;;;;;
314;Amicale Bouliste de Porticcio ;Fonctionnement;;219-01;2000;;267689;;;;;;;;;;;;;;;;;;;;;
315;Amicale bouliste de Saint-Giniez;Fonctionnement;;219-01;1500;;2815;;;;;;;;;;;;;;;;;;;;;
316;Amicale bouliste des arènes de Lutèce;Fonctionnement;;219-01;2000;;1310;;;;;;;;;;;;;;;;;;;;;
317;Amicale Bouliste Dromel;Fonctionnement;;219-01;1000;;2796;;;;;;;;;;;;;;;;;;;;;
318;Amicale CNL - Poissy Rénovation et Social;Fonctionnement;;109-02;2000;;422119;;;;;;;;;;;;;;;;;;;;;
319;Amicale Concorde;Fonctionnement;;163-01;1000;;1857;;;;;;;;;;;;;;;;;;;;;
320;Amicale cycliste bisontine;Promotion du cyclisme;11, chemin de Courvoisier  - 25000 Besançon;219-01;2000;;605963;;;;;;;;;;;;;;;;;;;;;
321;Amicale Cyclotourisme de la Banlieue est (ACBE);Fonctionnement;Chez J. MEGARD - Villa Henrianne - 15, rue de Verdun - 94170 - Le Perreux;219-01;1000;;746;;;;;;;;;;;;;;;;;;;;;
322;Amicale de Grandfontaine;Fonctionnement;;232-04;1000;;266774;;;;;;;;;;;;;;;;;;;;;
323;Amicale de la Campagne Ripert;Fonctionnement;;224-02;1000;;2796;;;;;;;;;;;;;;;;;;;;;
324;Amicale de la Compagnie de Gendarmerie de Draguignan;Fonctionnement;;152-04;1000;;314;;;;;;;;;;;;;;;;;;;;;
325;AMICALE DE LA COTE PAVEE;Fonctionnement;;157-05;1000;;606299;;;;;;;;;;;;;;;;;;;;;
326;Amicale de la pêche Algolsheim;Fonctionnement;;205-06;5000;;334654;;;;;;;;;;;;;;;;;;;;;
327;Amicale de la Police ;Fonctionnement;;176-06;1500;;267057;;;;;;;;;;;;;;;;;;;;;
328;Amicale de la police municipale;Fonctionnement;;176-06;1000;;267794;;;;;;;;;;;;;;;;;;;;;
329;Amicale de l'Ecole de Rosenwiller;Fonctionnement;;214-01;1000;;266774;;;;;;;;;;;;;;;;;;;;;
330;Amicale de l'Harmonie Municipale de Phalempin;Fonctionnement;;224-02;1000;;1857;;;;;;;;;;;;;;;;;;;;;
331;Amicale de pêche Bielsbach de Zillisheim;Fonctionnement;M. Patrick WOJDA, Président - 3a, rue du Vignoble  - 68720 ZILLISHEIM;219-01;1000;;267227;;;;;;;;;;;;;;;;;;;;;
332;Amicale de Pétanque des Anciens de Mozart;Fonctionnement;;219-01;1000;;1630;;;;;;;;;;;;;;;;;;;;;
333;AMICALE DE RANGUEIL;Fonctionnement;;147-01;2000;;606299;;;;;;;;;;;;;;;;;;;;;
334;Amicale des AC des Milles;Fonctionnement;;169-03;3000;;1761;;;;;;;;;;;;;;;;;;;;;
335;Amicale des Amis de l'Ecrevisse;Fonctionnement;;205-06;1000;;267327;;;;;;;;;;;;;;;;;;;;;
336;Amicale des anciens;Dépenses de fonctionnement;78570 CHANTELOUP LES VIGNES;;1000;;345897;;;;;;;;;;;;;;;;;;;;;
337;Amicale des Anciens Chasseurs La Sidi Brahim;Fonctionnement;;113-07;2000;;1362;;;;;;;;;;;;;;;;;;;;;
338;Amicale des Anciens Coloniaux;Fonctionnement;;169-03;1500;;2707;;;;;;;;;;;;;;;;;;;;;
339;Amicale des Anciens Combattants d'AFN;Fonctionnement;;169-03;1000;;342935;;;;;;;;;;;;;;;;;;;;;
340;Amicale des Anciens Eléves du Lycée et du Collège de Lorgues;Fonctionnement;;139-04;1000;;951;;;;;;;;;;;;;;;;;;;;;
341;Amicale des anciens élus et conjoints de Saint-Georges;Aide à la production et diffusion d'un film d'époque;2 chemin de Melat - 38790 Saint-Georges d'Espéranche;224-02;3000;;606899;;;;;;;;;;;;;;;;;;;;;
342;Amicale des Anciens Marins;Fonctionnement;;169-03;1000;;1031;;;;;;;;;;;;;;;;;;;;;
343;Amicale des Anciens Marins et Marins Anciens Combattants de Sarreguemines et Environs;Fonctionnement;;169-03;1500;;267057;;;;;;;;;;;;;;;;;;;;;
344;Amicale des Anciens Marins et Marins Anciens Combattants du Beauvaisis;Fonctionnement;M. Patrice CARON - 13, rue du Grand Pré - 60 000 - Beauvais;167-02;1000;;2048;;;;;;;;;;;;;;;;;;;;;
345;Amicale des Anciens Résistants du canton de Gordes;Fonctionnement;;169-03;1000;;609726;;;;;;;;;;;;;;;;;;;;;
346;Amicale des Anciens Sapeurs Pompiers de Paris du Pas-de-Calais;Fonctionnement;;128-02;1000;;334149;;;;;;;;;;;;;;;;;;;;;
347;Amicale des chasseurs réunis de Rozet;Fonctionnement;;113-07;500;;267429;;;;;;;;;;;;;;;;;;;;;
348;Amicale des commerçants détaillants et artisans de Neudorf;Fonctionnement;2, rue de Thann - 67100 STRASBOURG;134-02;20000;;608363;;;;;;;;;;;;;;;;;;;;;
349;Amicale des Conscrits Classes en 3;Fonctionnement;;224-02;1000;;2377;;;;;;;;;;;;;;;;;;;;;
350;Amicale des Donneurs de Sang ;Organisation du Congrès départemental;58, route de Tours - 36700 Châtillon sur Indre;204-12;2000;;810;;;;;;;;;;;;;;;;;;;;;
351;Amicale des Donneurs de Sang Bénévoles de Besse;Fonctionnement;;204-17;1500;;951;;;;;;;;;;;;;;;;;;;;;
352;Amicale des Donneurs de Sang Bénévoles du Luc en Provence;Fonctionnement;;204-17;2000;;951;;;;;;;;;;;;;;;;;;;;;
353;Amicale des donneurs de sang de Niedernai;Fonctionnement;;204-17;1000;;266774;;;;;;;;;;;;;;;;;;;;;
354;Amicale des Elfes Bleus;Fonctionnement;;152-04;1000;;2084;;;;;;;;;;;;;;;;;;;;;
355;Amicale des Femmes d'Amiens Metropole;Achat de matériel pour l'ouverture d'une laverie, lieu d'accueil et d'information pour femmes en difficultés;;137-12;2300;;609520;;;;;;;;;;;;;;;;;;;;;
356;Amicale des Parents d'élèves de Fromelles;Fonctionnement;;214-01;1000;;267200;;;;;;;;;;;;;;;;;;;;;
357;Amicale des parents d'élèves de l'école élémentaire;Fonctionnement;;230-06;1000;;605758;;;;;;;;;;;;;;;;;;;;;
358;Amicale des parents d'élèves du Mont-Saxonnex;Fonctionnement;;214-01;1000;;267527;;;;;;;;;;;;;;;;;;;;;
359;Amicale des Pêcheurs  ;Fonctionnement;;205-06;3500;;2707;;;;;;;;;;;;;;;;;;;;;
360;Amicale des Pêcheurs de Dahlenheim;Fonctionnement;;205-06;1000;;266774;;;;;;;;;;;;;;;;;;;;;
361;Amicale des Pêcheurs Plaisanciers du Vallon des Auffes;Fonctionnement;;205-02;1500;;2815;;;;;;;;;;;;;;;;;;;;;
362;Amicale des pêcheurs Rambolitains;Fonctionnement;;205-06;1000;;345937;;;;;;;;;;;;;;;;;;;;;
363;Amicale des Pompiers;ORGANISATIONS CONGRES;Centre de secours - 23170 CHAMBON SUR VOUEIZE;163-02;2000;;2895;;;;;;;;;;;;;;;;;;;;;
364;Amicale des Pompiers de Périgneux;Fonctionnement;;128-02;1000;;267429;;;;;;;;;;;;;;;;;;;;;
365;Amicale des pompiers de St Genest Malifaux;Fonctionnement;;128-02;1000;;267429;;;;;;;;;;;;;;;;;;;;;
366;Amicale des Pompiers Izernore;Fonctionnement;;128-02;1000;;605036;;;;;;;;;;;;;;;;;;;;;
367;Amicale des Retraités de Ponchon;Fonctionnement;Mme Geneviève DELABY - 81, rue de la Mairie - 60430 - Ponchon;157-05;1000;;2048;;;;;;;;;;;;;;;;;;;;;
368;Amicale des Retraités de Valff;Fonctionnement;;157-05;1000;;266774;;;;;;;;;;;;;;;;;;;;;
369;Amicale des Sapeurs Pompiers;Fonctionnement;;128-02;1000;;1031;;;;;;;;;;;;;;;;;;;;;
370;Amicale des Sapeurs Pompiers;Fonctionnement;;128-02;1000;;266774;;;;;;;;;;;;;;;;;;;;;
371;Amicale des Sapeurs Pompiers;Fonctionnement;;128-02;1000;;2084;;;;;;;;;;;;;;;;;;;;;
372;Amicale des Sapeurs Pompiers;Fonctionnement;;128-02;1000;;2377;;;;;;;;;;;;;;;;;;;;;
373;Amicale des Sapeurs pompiers d'Ayze ;Fonctionnement;;128-02;1000;;267527;;;;;;;;;;;;;;;;;;;;;
374;Amicale des Sapeurs Pompiers de Menton;Fonctionnement;;128-02;1000;;1574;;;;;;;;;;;;;;;;;;;;;
375;Amicale des Sapeurs pompiers de Mulhouse;Fonctionnement;M. Christophe LUTTENAUER, Président - 4 Bd de la Marseillaise  - 68100 MULHOUSE ;128-02;2500;;267227;;;;;;;;;;;;;;;;;;;;;
376;Amicale des Sapeurs Pompiers de Tourcoing;Fonctionnement;;128-02;1000;;607846;;;;;;;;;;;;;;;;;;;;;
377;Amicale des Sapeurs Pompiers de Wangen;Fonctionnement;;128-02;1000;;266774;;;;;;;;;;;;;;;;;;;;;
378;Amicale des Sapeurs-Pompiers;Fonctionnement;;128-02;1000;;267260;;;;;;;;;;;;;;;;;;;;;
379;Amicale des Sapeurs-Pompiers d'Allégre;Fonctionnement;;128-03;3000;;607090;;;;;;;;;;;;;;;;;;;;;
380;Amicale des Sapeurs-Pompiers de la Madeleine;Fonctionnement;;128-02;1000;;1001;;;;;;;;;;;;;;;;;;;;;
381;Amicale des sapeurs-pompiers de L'Isle-Adam;Fonctionnement;;128-02;1000;;267886;;;;;;;;;;;;;;;;;;;;;
382;Amicale des secouristes de Bellegarde;Achat d'un véhicule;Mme Annick THORENS - 1, place Henry Dunant - 01 200 - Bellegarde;128-02;4000;;267075;;;;;;;;;;;;;;;;;;;;;
383;Amicale des St Cernin et St Sernin;Organisation rencontres annuelles;M. Girodolle-Président- - 19600 St Cernin de Larche;224-02;1800;;2265;;;;;;;;;;;;;;;;;;;;;
384;Amicale du Comité Communal Feux de Forêts de le Thoronet;Fonctionnement;;128-02;2000;;951;;;;;;;;;;;;;;;;;;;;;
385;Amicale du département H&S de l'IUT de Mulhouse-Colmar;Fonctionnement;;231-01;1000;;1012;;;;;;;;;;;;;;;;;;;;;
386;Amicale du jardin Paul Jovet;Développement du Jardin de naturaliste , animation du jardin;9, av. Constance  - 91200 Athis-Mons;147-04;6000;;610002;;;;;;;;;;;;;;;;;;;;;
387;Amicale du Manoir;Dépenses de fonctionnement; 06300 NICE;;1000;;2667;;;;;;;;;;;;;;;;;;;;;
388;Amicale du Personnel de la Ville de Montreuil sur Mer;Fonctionnement;;337-02;1000;;334149;;;;;;;;;;;;;;;;;;;;;
389;Amicale du Quartier des Jardins;Fonctionnement;;147-01;1000;;1031;;;;;;;;;;;;;;;;;;;;;
390;Amicale du quartier Sablière;Création de jardins partagés;Centre social Sohane  - 162-164  route de Villemomble  - 93140 BONDY;224-02;12500;;336971;;;;;;;;;;;;;;;;;;;;;
391;Amicale du Tir Saint-Hubert;Fonctionnement;;219-01;1000;;266774;;;;;;;;;;;;;;;;;;;;;
